Time,Phrase,Site,Count
Time,Phrase,Site,Count
2017-03-25 16:38:06,twitter,http://www.pbs.org,66
2017-03-25 16:38:06,facebook,http://www.pbs.org,50
2017-03-25 16:38:06,newsletter,http://www.pbs.org,1
2017-03-25 16:38:06,this,http://www.pbs.org,94
2017-03-25 16:38:06,is,http://www.pbs.org,338
2017-03-25 16:38:06,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 16:38:06,twitter, J(^ÿ,9
2017-03-25 16:38:06,facebook, J(^ÿ,9
2017-03-25 16:38:06,newsletter, J(^ÿ,19
2017-03-25 16:38:06,this, J(^ÿ,8
2017-03-25 16:38:06,is, J(^ÿ,329
2017-03-25 16:38:06,america, J(^ÿ,14

Time,Phrase,Site,Count
2017-03-25 16:59:47,twitter,http://www.cnn.com,9
2017-03-25 16:59:47,facebook,http://www.cnn.com,9
2017-03-25 16:59:47,newsletter,http://www.cnn.com,19
2017-03-25 16:59:47,this,http://www.cnn.com,8
2017-03-25 16:59:47,is,http://www.cnn.com,330
2017-03-25 16:59:47,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 16:59:47,twitter,http://www.cnn.com,9
2017-03-25 16:59:47,facebook,http://www.cnn.com,9
2017-03-25 16:59:47,newsletter,http://www.cnn.com,19
2017-03-25 16:59:47,this,http://www.cnn.com,8
2017-03-25 16:59:47,is,http://www.cnn.com,330
2017-03-25 16:59:47,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 16:59:47,twitter,http://www.nd.edu,0
2017-03-25 16:59:47,facebook,http://www.nd.edu,0
2017-03-25 16:59:47,newsletter,http://www.nd.edu,0
2017-03-25 16:59:47,this,http://www.nd.edu,0
2017-03-25 16:59:47,is,http://www.nd.edu,0
2017-03-25 16:59:47,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 17:22:46,twitter,http://www.cnn.com,9
2017-03-25 17:22:46,facebook,http://www.cnn.com,9
2017-03-25 17:22:46,newsletter,http://www.cnn.com,19
2017-03-25 17:22:46,this,http://www.cnn.com,8
2017-03-25 17:22:46,is,http://www.cnn.com,333
2017-03-25 17:22:46,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 17:22:46,twitter,http://www.cnn.com,9
2017-03-25 17:22:46,facebook,http://www.cnn.com,9
2017-03-25 17:22:46,newsletter,http://www.cnn.com,19
2017-03-25 17:22:46,this,http://www.cnn.com,8
2017-03-25 17:22:46,is,http://www.cnn.com,333
2017-03-25 17:22:46,america,http://www.nd.edu,14

Time,Phrase,Site,Count
2017-03-25 17:22:46,twitter,http://www.nd.edu,0
2017-03-25 17:22:46,facebook,http://www.nd.edu,0
2017-03-25 17:22:46,newsletter,http://www.nd.edu,0
2017-03-25 17:22:46,this,http://www.nd.edu,0
2017-03-25 17:22:46,is,http://www.nd.edu,0
2017-03-25 17:22:46,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 18:37:23,twitter,http://www.cnn.com,9
2017-03-25 18:37:23,facebook,http://www.cnn.com,10
2017-03-25 18:37:23,newsletter,http://www.cnn.com,19
2017-03-25 18:37:23,this,http://www.cnn.com,8
2017-03-25 18:37:23,is,http://www.cnn.com,348
2017-03-25 18:37:23,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 18:37:23,twitter,http://www.cnn.com,9
2017-03-25 18:37:23,facebook,http://www.cnn.com,10
2017-03-25 18:37:23,newsletter,http://www.cnn.com,19
2017-03-25 18:37:23,this,http://www.cnn.com,8
2017-03-25 18:37:23,is,http://www.cnn.com,348
2017-03-25 18:37:23,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 18:37:23,twitter,http://www.nd.edu,0
2017-03-25 18:37:23,facebook,http://www.nd.edu,0
2017-03-25 18:37:23,newsletter,http://www.nd.edu,0
2017-03-25 18:37:23,this,http://www.nd.edu,0
2017-03-25 18:37:23,is,http://www.nd.edu,0
2017-03-25 18:37:23,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 18:38:44,twitter,http://www.cnn.com,9
2017-03-25 18:38:44,facebook,http://www.cnn.com,10
2017-03-25 18:38:44,newsletter,http://www.cnn.com,19
2017-03-25 18:38:44,this,http://www.cnn.com,8
2017-03-25 18:38:44,is,http://www.cnn.com,348
2017-03-25 18:38:44,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 18:38:44,twitter,http://www.cnn.com,9
2017-03-25 18:38:44,facebook,http://www.cnn.com,10
2017-03-25 18:38:44,newsletter,http://www.cnn.com,19
2017-03-25 18:38:44,this,http://www.cnn.com,8
2017-03-25 18:38:44,is,http://www.cnn.com,348
2017-03-25 18:38:44,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 18:38:44,twitter,http://www.nd.edu,0
2017-03-25 18:38:44,facebook,http://www.nd.edu,0
2017-03-25 18:38:44,newsletter,http://www.nd.edu,0
2017-03-25 18:38:44,this,http://www.nd.edu,0
2017-03-25 18:38:44,is,http://www.nd.edu,0
2017-03-25 18:38:44,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 18:44:24,twitter,http://www.cnn.com,9
2017-03-25 18:44:24,facebook,http://www.cnn.com,10
2017-03-25 18:44:24,newsletter,http://www.cnn.com,19
2017-03-25 18:44:24,this,http://www.cnn.com,8
2017-03-25 18:44:24,is,http://www.cnn.com,348
2017-03-25 18:44:24,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 18:44:24,twitter,http://www.cnn.com,9
2017-03-25 18:44:24,facebook,http://www.cnn.com,10
2017-03-25 18:44:24,newsletter,http://www.cnn.com,19
2017-03-25 18:44:24,this,http://www.cnn.com,8
2017-03-25 18:44:24,is,http://www.cnn.com,348
2017-03-25 18:44:24,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 18:44:24,twitter,http://www.nd.edu,0
2017-03-25 18:44:24,facebook,http://www.nd.edu,0
2017-03-25 18:44:24,newsletter,http://www.nd.edu,0
2017-03-25 18:44:24,this,http://www.nd.edu,0
2017-03-25 18:44:24,is,http://www.nd.edu,0
2017-03-25 18:44:24,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 18:45:59,twitter,http://www.cnn.com,9
2017-03-25 18:45:59,facebook,http://www.cnn.com,10
2017-03-25 18:45:59,newsletter,http://www.cnn.com,19
2017-03-25 18:45:59,this,http://www.cnn.com,8
2017-03-25 18:45:59,is,http://www.cnn.com,348
2017-03-25 18:45:59,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 18:45:59,twitter,http://www.nd.edu,0
2017-03-25 18:45:59,facebook,http://www.nd.edu,0
2017-03-25 18:45:59,newsletter,http://www.nd.edu,0
2017-03-25 18:45:59,this,http://www.nd.edu,0
2017-03-25 18:45:59,is,http://www.nd.edu,0
2017-03-25 18:45:59,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 18:45:59,twitter,http://www.pbs.org,67
2017-03-25 18:45:59,facebook,http://www.pbs.org,50
2017-03-25 18:45:59,newsletter,http://www.pbs.org,1
2017-03-25 18:45:59,this,http://www.pbs.org,95
2017-03-25 18:45:59,is,http://www.pbs.org,338
2017-03-25 18:45:59,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 18:59:57,twitter,http://www.cnn.com,9
2017-03-25 18:59:57,facebook,http://www.cnn.com,9
2017-03-25 18:59:57,newsletter,http://www.cnn.com,19
2017-03-25 18:59:57,this,http://www.cnn.com,7
2017-03-25 18:59:57,is,http://www.cnn.com,342
2017-03-25 18:59:57,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 18:59:57,twitter,http://www.nd.edu,0
2017-03-25 18:59:57,facebook,http://www.nd.edu,0
2017-03-25 18:59:57,newsletter,http://www.nd.edu,0
2017-03-25 18:59:57,this,http://www.nd.edu,0
2017-03-25 18:59:57,is,http://www.nd.edu,0
2017-03-25 18:59:57,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 18:59:57,twitter,http://www.pbs.org,67
2017-03-25 18:59:57,facebook,http://www.pbs.org,50
2017-03-25 18:59:57,newsletter,http://www.pbs.org,1
2017-03-25 18:59:57,this,http://www.pbs.org,95
2017-03-25 18:59:57,is,http://www.pbs.org,338
2017-03-25 18:59:57,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 19:00:42,twitter,http://www.cnn.com,9
2017-03-25 19:00:42,facebook,http://www.cnn.com,9
2017-03-25 19:00:42,newsletter,http://www.cnn.com,19
2017-03-25 19:00:42,this,http://www.cnn.com,7
2017-03-25 19:00:42,is,http://www.cnn.com,342
2017-03-25 19:00:42,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 19:00:42,twitter,http://www.nd.edu,0
2017-03-25 19:00:42,facebook,http://www.nd.edu,0
2017-03-25 19:00:42,newsletter,http://www.nd.edu,0
2017-03-25 19:00:42,this,http://www.nd.edu,0
2017-03-25 19:00:42,is,http://www.nd.edu,0
2017-03-25 19:00:42,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 19:00:42,twitter,http://www.pbs.org,67
2017-03-25 19:00:42,facebook,http://www.pbs.org,50
2017-03-25 19:00:42,newsletter,http://www.pbs.org,1
2017-03-25 19:00:42,this,http://www.pbs.org,95
2017-03-25 19:00:42,is,http://www.pbs.org,338
2017-03-25 19:00:42,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 19:15:12,twitter,http://www.cnn.com,9
2017-03-25 19:15:12,facebook,http://www.cnn.com,9
2017-03-25 19:15:12,newsletter,http://www.cnn.com,19
2017-03-25 19:15:12,this,http://www.cnn.com,7
2017-03-25 19:15:12,is,http://www.cnn.com,342
2017-03-25 19:15:12,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 19:15:12,twitter,http://www.nd.edu,0
2017-03-25 19:15:12,facebook,http://www.nd.edu,0
2017-03-25 19:15:12,newsletter,http://www.nd.edu,0
2017-03-25 19:15:12,this,http://www.nd.edu,0
2017-03-25 19:15:12,is,http://www.nd.edu,0
2017-03-25 19:15:12,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 19:15:12,twitter,http://www.pbs.org,67
2017-03-25 19:15:12,facebook,http://www.pbs.org,50
2017-03-25 19:15:12,newsletter,http://www.pbs.org,1
2017-03-25 19:15:12,this,http://www.pbs.org,95
2017-03-25 19:15:12,is,http://www.pbs.org,338
2017-03-25 19:15:12,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 19:58:53,twitter,http://www.cnn.com,9
2017-03-25 19:58:53,facebook,http://www.cnn.com,9
2017-03-25 19:58:53,newsletter,http://www.cnn.com,19
2017-03-25 19:58:53,this,http://www.cnn.com,7
2017-03-25 19:58:53,is,http://www.cnn.com,345
2017-03-25 19:58:53,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 19:58:53,twitter,http://www.nd.edu,0
2017-03-25 19:58:53,facebook,http://www.nd.edu,0
2017-03-25 19:58:53,newsletter,http://www.nd.edu,0
2017-03-25 19:58:53,this,http://www.nd.edu,0
2017-03-25 19:58:53,is,http://www.nd.edu,0
2017-03-25 19:58:53,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 19:58:53,twitter,http://www.pbs.org,67
2017-03-25 19:58:53,facebook,http://www.pbs.org,50
2017-03-25 19:58:53,newsletter,http://www.pbs.org,1
2017-03-25 19:58:53,this,http://www.pbs.org,95
2017-03-25 19:58:53,is,http://www.pbs.org,338
2017-03-25 19:58:53,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 19:59:25,twitter,http://www.cnn.com,9
2017-03-25 19:59:25,facebook,http://www.cnn.com,9
2017-03-25 19:59:25,newsletter,http://www.cnn.com,19
2017-03-25 19:59:25,this,http://www.cnn.com,7
2017-03-25 19:59:25,is,http://www.cnn.com,345
2017-03-25 19:59:25,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 19:59:25,twitter,http://www.nd.edu,0
2017-03-25 19:59:25,facebook,http://www.nd.edu,0
2017-03-25 19:59:25,newsletter,http://www.nd.edu,0
2017-03-25 19:59:25,this,http://www.nd.edu,0
2017-03-25 19:59:25,is,http://www.nd.edu,0
2017-03-25 19:59:25,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 19:59:25,twitter,http://www.pbs.org,67
2017-03-25 19:59:25,facebook,http://www.pbs.org,50
2017-03-25 19:59:25,newsletter,http://www.pbs.org,1
2017-03-25 19:59:25,this,http://www.pbs.org,95
2017-03-25 19:59:25,is,http://www.pbs.org,338
2017-03-25 19:59:25,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 20:00:25,twitter,http://www.cnn.com,9
2017-03-25 20:00:25,facebook,http://www.cnn.com,9
2017-03-25 20:00:25,newsletter,http://www.cnn.com,19
2017-03-25 20:00:25,this,http://www.cnn.com,7
2017-03-25 20:00:25,is,http://www.cnn.com,345
2017-03-25 20:00:25,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 20:00:25,twitter,http://www.nd.edu,0
2017-03-25 20:00:25,facebook,http://www.nd.edu,0
2017-03-25 20:00:25,newsletter,http://www.nd.edu,0
2017-03-25 20:00:25,this,http://www.nd.edu,0
2017-03-25 20:00:25,is,http://www.nd.edu,0
2017-03-25 20:00:25,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 20:00:25,twitter,http://www.pbs.org,67
2017-03-25 20:00:25,facebook,http://www.pbs.org,50
2017-03-25 20:00:25,newsletter,http://www.pbs.org,1
2017-03-25 20:00:25,this,http://www.pbs.org,95
2017-03-25 20:00:25,is,http://www.pbs.org,338
2017-03-25 20:00:25,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 20:00:49,twitter,http://www.cnn.com,9
2017-03-25 20:00:49,facebook,http://www.cnn.com,9
2017-03-25 20:00:49,newsletter,http://www.cnn.com,19
2017-03-25 20:00:49,this,http://www.cnn.com,7
2017-03-25 20:00:49,is,http://www.cnn.com,344
2017-03-25 20:00:49,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 20:00:49,twitter,http://www.nd.edu,0
2017-03-25 20:00:49,facebook,http://www.nd.edu,0
2017-03-25 20:00:49,newsletter,http://www.nd.edu,0
2017-03-25 20:00:49,this,http://www.nd.edu,0
2017-03-25 20:00:49,is,http://www.nd.edu,0
2017-03-25 20:00:49,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 20:00:49,twitter,http://www.pbs.org,67
2017-03-25 20:00:49,facebook,http://www.pbs.org,50
2017-03-25 20:00:49,newsletter,http://www.pbs.org,1
2017-03-25 20:00:49,this,http://www.pbs.org,95
2017-03-25 20:00:49,is,http://www.pbs.org,338
2017-03-25 20:00:49,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 20:01:33,twitter,http://www.cnn.com,9
2017-03-25 20:01:33,facebook,http://www.cnn.com,9
2017-03-25 20:01:33,newsletter,http://www.cnn.com,19
2017-03-25 20:01:33,this,http://www.cnn.com,7
2017-03-25 20:01:33,is,http://www.cnn.com,344
2017-03-25 20:01:33,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 20:01:33,twitter,http://www.nd.edu,0
2017-03-25 20:01:33,facebook,http://www.nd.edu,0
2017-03-25 20:01:33,newsletter,http://www.nd.edu,0
2017-03-25 20:01:33,this,http://www.nd.edu,0
2017-03-25 20:01:33,is,http://www.nd.edu,0
2017-03-25 20:01:33,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 20:01:33,twitter,http://www.pbs.org,67
2017-03-25 20:01:33,facebook,http://www.pbs.org,50
2017-03-25 20:01:33,newsletter,http://www.pbs.org,1
2017-03-25 20:01:33,this,http://www.pbs.org,95
2017-03-25 20:01:33,is,http://www.pbs.org,338
2017-03-25 20:01:33,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 20:03:15,twitter,http://www.cnn.com,9
2017-03-25 20:03:15,facebook,http://www.cnn.com,9
2017-03-25 20:03:15,newsletter,http://www.cnn.com,19
2017-03-25 20:03:15,this,http://www.cnn.com,7
2017-03-25 20:03:15,is,http://www.cnn.com,344
2017-03-25 20:03:15,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 20:03:15,twitter,http://www.nd.edu,0
2017-03-25 20:03:15,facebook,http://www.nd.edu,0
2017-03-25 20:03:15,newsletter,http://www.nd.edu,0
2017-03-25 20:03:15,this,http://www.nd.edu,0
2017-03-25 20:03:15,is,http://www.nd.edu,0
2017-03-25 20:03:15,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 20:03:15,twitter,http://www.pbs.org,67
2017-03-25 20:03:15,facebook,http://www.pbs.org,50
2017-03-25 20:03:15,newsletter,http://www.pbs.org,1
2017-03-25 20:03:15,this,http://www.pbs.org,95
2017-03-25 20:03:15,is,http://www.pbs.org,338
2017-03-25 20:03:15,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 20:16:33,twitter,http://www.cnn.com,9
2017-03-25 20:16:33,facebook,http://www.cnn.com,9
2017-03-25 20:16:33,newsletter,http://www.cnn.com,19
2017-03-25 20:16:33,this,http://www.cnn.com,7
2017-03-25 20:16:33,is,http://www.cnn.com,344
2017-03-25 20:16:33,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 20:16:33,twitter,http://www.nd.edu,0
2017-03-25 20:16:33,facebook,http://www.nd.edu,0
2017-03-25 20:16:33,newsletter,http://www.nd.edu,0
2017-03-25 20:16:33,this,http://www.nd.edu,0
2017-03-25 20:16:33,is,http://www.nd.edu,0
2017-03-25 20:16:33,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 20:16:33,twitter,http://www.pbs.org,67
2017-03-25 20:16:33,facebook,http://www.pbs.org,50
2017-03-25 20:16:33,newsletter,http://www.pbs.org,1
2017-03-25 20:16:33,this,http://www.pbs.org,95
2017-03-25 20:16:33,is,http://www.pbs.org,338
2017-03-25 20:16:33,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 20:18:33,twitter,http://www.cnn.com,9
2017-03-25 20:18:33,facebook,http://www.cnn.com,9
2017-03-25 20:18:33,newsletter,http://www.cnn.com,19
2017-03-25 20:18:33,this,http://www.cnn.com,7
2017-03-25 20:18:33,is,http://www.cnn.com,344
2017-03-25 20:18:33,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 20:18:33,twitter,http://www.nd.edu,0
2017-03-25 20:18:33,facebook,http://www.nd.edu,0
2017-03-25 20:18:33,newsletter,http://www.nd.edu,0
2017-03-25 20:18:33,this,http://www.nd.edu,0
2017-03-25 20:18:33,is,http://www.nd.edu,0
2017-03-25 20:18:33,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 20:18:33,twitter,http://www.pbs.org,67
2017-03-25 20:18:33,facebook,http://www.pbs.org,50
2017-03-25 20:18:33,newsletter,http://www.pbs.org,1
2017-03-25 20:18:33,this,http://www.pbs.org,95
2017-03-25 20:18:33,is,http://www.pbs.org,338
2017-03-25 20:18:33,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 20:18:42,twitter,http://www.cnn.com,9
2017-03-25 20:18:42,facebook,http://www.cnn.com,9
2017-03-25 20:18:42,newsletter,http://www.cnn.com,19
2017-03-25 20:18:42,this,http://www.cnn.com,7
2017-03-25 20:18:42,is,http://www.cnn.com,344
2017-03-25 20:18:42,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 20:18:42,twitter,http://www.nd.edu,0
2017-03-25 20:18:42,facebook,http://www.nd.edu,0
2017-03-25 20:18:42,newsletter,http://www.nd.edu,0
2017-03-25 20:18:42,this,http://www.nd.edu,0
2017-03-25 20:18:42,is,http://www.nd.edu,0
2017-03-25 20:18:42,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 20:18:42,twitter,http://www.pbs.org,67
2017-03-25 20:18:42,facebook,http://www.pbs.org,50
2017-03-25 20:18:42,newsletter,http://www.pbs.org,1
2017-03-25 20:18:42,this,http://www.pbs.org,95
2017-03-25 20:18:42,is,http://www.pbs.org,338
2017-03-25 20:18:42,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 20:18:45,twitter,http://www.cnn.com,9
2017-03-25 20:18:45,facebook,http://www.cnn.com,9
2017-03-25 20:18:45,newsletter,http://www.cnn.com,19
2017-03-25 20:18:45,this,http://www.cnn.com,7
2017-03-25 20:18:45,is,http://www.cnn.com,344
2017-03-25 20:18:45,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 20:18:45,twitter,http://www.nd.edu,0
2017-03-25 20:18:45,facebook,http://www.nd.edu,0
2017-03-25 20:18:45,newsletter,http://www.nd.edu,0
2017-03-25 20:18:45,this,http://www.nd.edu,0
2017-03-25 20:18:45,is,http://www.nd.edu,0
2017-03-25 20:18:45,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 20:18:45,twitter,http://www.pbs.org,67
2017-03-25 20:18:45,facebook,http://www.pbs.org,50
2017-03-25 20:18:45,newsletter,http://www.pbs.org,1
2017-03-25 20:18:45,this,http://www.pbs.org,95
2017-03-25 20:18:45,is,http://www.pbs.org,338
2017-03-25 20:18:45,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 20:19:04,twitter,http://www.cnn.com,9
2017-03-25 20:19:04,facebook,http://www.cnn.com,9
2017-03-25 20:19:04,newsletter,http://www.cnn.com,19
2017-03-25 20:19:04,this,http://www.cnn.com,7
2017-03-25 20:19:04,is,http://www.cnn.com,344
2017-03-25 20:19:04,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 20:19:04,twitter,http://www.nd.edu,0
2017-03-25 20:19:04,facebook,http://www.nd.edu,0
2017-03-25 20:19:04,newsletter,http://www.nd.edu,0
2017-03-25 20:19:04,this,http://www.nd.edu,0
2017-03-25 20:19:04,is,http://www.nd.edu,0
2017-03-25 20:19:04,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 20:19:04,twitter,http://www.pbs.org,67
2017-03-25 20:19:04,facebook,http://www.pbs.org,50
2017-03-25 20:19:04,newsletter,http://www.pbs.org,1
2017-03-25 20:19:04,this,http://www.pbs.org,95
2017-03-25 20:19:04,is,http://www.pbs.org,338
2017-03-25 20:19:04,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 20:19:25,twitter,http://www.cnn.com,9
2017-03-25 20:19:25,facebook,http://www.cnn.com,9
2017-03-25 20:19:25,newsletter,http://www.cnn.com,19
2017-03-25 20:19:25,this,http://www.cnn.com,7
2017-03-25 20:19:25,is,http://www.cnn.com,344
2017-03-25 20:19:25,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 20:19:25,twitter,http://www.nd.edu,0
2017-03-25 20:19:25,facebook,http://www.nd.edu,0
2017-03-25 20:19:25,newsletter,http://www.nd.edu,0
2017-03-25 20:19:25,this,http://www.nd.edu,0
2017-03-25 20:19:25,is,http://www.nd.edu,0
2017-03-25 20:19:25,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 20:19:25,twitter,http://www.pbs.org,67
2017-03-25 20:19:25,facebook,http://www.pbs.org,50
2017-03-25 20:19:25,newsletter,http://www.pbs.org,1
2017-03-25 20:19:25,this,http://www.pbs.org,95
2017-03-25 20:19:25,is,http://www.pbs.org,338
2017-03-25 20:19:25,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 20:20:21,twitter,http://www.cnn.com,9
2017-03-25 20:20:21,facebook,http://www.cnn.com,9
2017-03-25 20:20:21,newsletter,http://www.cnn.com,19
2017-03-25 20:20:21,this,http://www.cnn.com,7
2017-03-25 20:20:21,is,http://www.cnn.com,344
2017-03-25 20:20:21,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 20:20:21,twitter,http://www.nd.edu,0
2017-03-25 20:20:21,facebook,http://www.nd.edu,0
2017-03-25 20:20:21,newsletter,http://www.nd.edu,0
2017-03-25 20:20:21,this,http://www.nd.edu,0
2017-03-25 20:20:21,is,http://www.nd.edu,0
2017-03-25 20:20:21,america,http://www.nd.edu,0

Time,Phrase,Site,Count
2017-03-25 20:20:21,twitter,http://www.pbs.org,67
2017-03-25 20:20:21,facebook,http://www.pbs.org,50
2017-03-25 20:20:21,newsletter,http://www.pbs.org,1
2017-03-25 20:20:21,this,http://www.pbs.org,95
2017-03-25 20:20:21,is,http://www.pbs.org,338
2017-03-25 20:20:21,america,http://www.pbs.org,9

Time,Phrase,Site,Count
2017-03-25 20:23:41,twitter,http://www.cnn.com,9
2017-03-25 20:23:41,facebook,http://www.cnn.com,9
2017-03-25 20:23:41,newsletter,http://www.cnn.com,19
2017-03-25 20:23:41,this,http://www.cnn.com,7
2017-03-25 20:23:41,is,http://www.cnn.com,344
2017-03-25 20:23:41,america,http://www.cnn.com,14

Time,Phrase,Site,Count
2017-03-25 20:23:41,twitter,http://www.nd.edu,0
2017-03-25 20:23:41,facebook,http://www.nd.edu,0
2017-03-25 20:23:41,newsletter,http://www.nd.edu,0
2017-03-25 20:23:41,this,http://www.nd.edu,0
2017-03-25 20:23:41,is,http://www.nd.edu,0
2017-03-25 20:23:41,america,http://www.nd.edu,0

